# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Sun Jun 11 18:07:45 CEST 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 9.60000 1.3569836617 2.5256600905    0.924  3.495  3.4685 -0.265    8  0.565  0.409   244.63   134.71    83.11    66.97    54.66  1 -3.87e-07      0.00 6.879e-01 2.967e-01 2.066e-03 1.580e-03 6.736e-03 -1.000 1.538e-02 -3.967 3.134 3.194 1.973 -0.377 -2.574 -5.961 -6.920 -7.319
0.0152 0.01508 9.60000 1.3569849730 2.5256602266    0.904  3.600  3.4502 -0.453    8  0.566  0.409   323.54    -1.00    -1.00    -1.00    -1.00  0 -6.78e-07      0.01 6.879e-01 2.967e-01 2.066e-03 1.580e-03 6.736e-03 -1.000 1.538e-02 -4.230 3.173 3.417 2.137 -0.308 -2.579 -6.266 -7.231 -7.657
0.0152 0.01508 9.60000 1.3569864035 2.5256603749    0.882  3.667  3.4380 -0.579    8  0.566  0.409   309.17    -1.00    -1.00    -1.00    -1.00  0 -1.49e-06      0.05 6.879e-01 2.967e-01 2.066e-03 1.580e-03 6.736e-03 -1.000 1.538e-02 -4.397 3.363 3.640 2.348 -0.226 -2.576 -6.436 -7.411 -7.863
0.0152 0.01508 9.60000 1.3569881916 2.5256605604    0.857  3.700  3.4314 -0.652    8  0.567  0.409   293.48    -1.00    -1.00    -1.00    -1.00  0 -2.33e-06      0.10 6.879e-01 2.967e-01 2.066e-03 1.580e-03 6.736e-03 -1.000 1.538e-02 -4.480 3.657 3.882 2.553 -0.128 -2.532 -6.495 -7.488 -7.967
0.0152 0.01508 9.60000 1.3569902182 2.5256607706    0.830  3.714  3.4285 -0.691    8  0.568  0.409   276.74    -1.00    -1.00    -1.00    -1.00  0    -3e-06      0.16 6.879e-01 2.967e-01 2.066e-03 1.580e-03 6.736e-03 -1.000 1.538e-02 -4.515 3.974 4.116 2.737 -0.026 -2.464 -6.496 -7.506 -8.010
0.0152 0.01508 9.60000 1.3569923639 2.5256609932    0.800  3.721  3.4273 -0.719    8  0.570  0.409   259.19    -1.00    -1.00    -1.00    -1.00  0  -3.6e-06      0.36 6.879e-01 2.967e-01 2.066e-03 1.580e-03 6.736e-03 -1.000 1.538e-02 -4.532 5.059 4.829 3.241 0.291 -2.214 -6.370 -7.448 -8.023
0.0152 0.01508 9.60000 1.3570014238 2.5256619330    0.573 -9.999  4.0000  1.580    9  0.574  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.879e-01 2.967e-01 2.066e-03 1.580e-03 6.736e-03 -1.000 1.538e-02 29.767 29.720 29.983 30.032 30.020 30.018 30.066 30.065 30.082
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 9.65000 0.0900000036 1.0816895926    0.090 -3.424  3.3623  5.217    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-17      0.00 7.087e-01 2.761e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 13.330 22.606 19.983 18.146 15.992 13.742 11.239 10.625 10.335
0.0152 0.01508 9.65000 0.1000000015 1.1711064122    0.100 -3.242  3.3881  5.184    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.84e-17      0.00 7.085e-01 2.762e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.874 22.087 19.500 17.672 15.530 13.286 10.784 10.170 9.877
0.0152 0.01508 9.65000 0.1200000122 1.3193155232    0.120 -2.977  3.4229  5.138    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-16      0.00 7.081e-01 2.766e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.213 21.028 18.587 16.792 14.735 12.547 10.138 9.525 9.226
0.0152 0.01508 9.65000 0.1400000006 1.4384526719    0.140 -2.793  3.4432  5.102    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-16      0.00 7.078e-01 2.769e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.754 19.477 17.367 15.660 13.843 11.825 9.727 9.111 8.811
0.0152 0.01508 9.65000 0.1599999964 1.5372931554    0.160 -2.652  3.4567  5.073    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-16      0.00 7.075e-01 2.772e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.401 18.472 16.550 14.891 13.219 11.322 9.407 8.789 8.492
0.0152 0.01508 9.65000 0.2000000030 1.6938790862    0.200 -2.436  3.4754  5.029    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.15e-16      0.00 7.069e-01 2.778e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.860 17.139 15.432 13.831 12.342 10.610 8.911 8.292 8.003
0.0152 0.01508 9.65000 0.2500000000 1.8403257998    0.250 -2.230  3.4919  4.986    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.76e-16      0.00 7.064e-01 2.783e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.345 16.034 14.474 12.907 11.552 9.975 8.438 7.816 7.538
0.0152 0.01508 9.65000 0.3000000119 1.9529139769    0.300 -2.069  3.5027  4.947    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.26e-16      0.00 7.061e-01 2.786e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.943 15.305 13.822 12.289 11.006 9.513 8.060 7.436 7.167
0.0152 0.01508 9.65000 0.3500000238 2.0434175133    0.350 -1.913  3.5112  4.892    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.29e-16      0.00 7.090e-01 2.757e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.553 14.671 13.246 11.742 10.512 9.082 7.690 7.061 6.800
0.0152 0.01508 9.65000 0.3976048231 2.1151894872    0.398 -1.777  3.5219  4.853    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-15      0.00 7.091e-01 2.756e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.211 14.083 12.703 11.225 10.051 8.696 7.374 6.739 6.487
0.0152 0.01508 9.65000 0.4000000358 2.1185024810    0.400 -1.770  3.5224  4.852    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-15      0.00 7.091e-01 2.756e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.195 14.057 12.678 11.201 10.029 8.678 7.359 6.724 6.472
0.0152 0.01508 9.65000 0.4500000477 2.1822809714    0.450 -1.621  3.5345  4.802    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.822 13.452 12.104 10.655 9.537 8.265 7.017 6.372 6.130
0.0152 0.01508 9.65000 0.5000000000 2.2374541529    0.500 -1.466  3.5493  4.752    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.434 12.834 11.497 10.076 9.014 7.835 6.665 6.010 5.779
0.0152 0.01508 9.65000 0.5500000119 2.2836582633    0.550 -1.299  3.5684  4.702    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.79e-15      0.00 7.196e-01 2.656e-01 2.653e-03 7.158e-04 6.492e-03 -1.000 1.478e-02 8.017 12.179 10.828 9.426 8.423 7.376 6.301 5.631 5.417
0.0152 0.01508 9.65000 0.6000000238 2.3211213258    0.600 -1.132  3.5920  4.669    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.54e-15      0.00 7.212e-01 2.641e-01 2.640e-03 7.123e-04 6.461e-03 -1.000 1.474e-02 7.601 11.513 10.131 8.758 7.815 6.925 5.948 5.260 5.078
0.0152 0.01508 9.65000 0.6387222409 2.3455475287    0.639 -1.002  3.6142  4.654    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.38e-15      0.00 7.224e-01 2.630e-01 2.630e-03 7.098e-04 6.439e-03 -1.000 1.467e-02 7.274 10.966 9.550 8.233 7.341 6.577 5.672 4.978 4.831
0.0152 0.01508 9.65000 0.6499999762 2.3520353107    0.650 -0.965  3.6204  4.649    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -8e-15      0.00 7.227e-01 2.626e-01 2.627e-03 7.090e-04 6.432e-03 -1.000 1.465e-02 7.182 10.807 9.386 8.088 7.211 6.480 5.594 4.902 4.764
0.0152 0.01508 9.65000 0.7000000477 2.3779267258    0.700 -0.803  3.6497  4.637    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-14      0.00 7.241e-01 2.613e-01 2.616e-03 7.060e-04 6.405e-03 -1.000 1.455e-02 6.778 9.939 8.599 7.426 6.638 6.058 5.266 4.612 4.513
0.0152 0.01508 9.65000 0.7067905068 2.3811196082    0.707 -0.782  3.6537  4.636    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-14      0.00 7.243e-01 2.611e-01 2.609e-03 7.054e-04 6.401e-03 -1.000 1.455e-02 6.724 9.792 8.489 7.337 6.565 6.002 5.224 4.582 4.485
0.0152 0.01508 9.65000 0.7500000000 2.3998889087    0.750 -0.648  3.6785  4.627    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-14      0.00 7.256e-01 2.599e-01 2.569e-03 7.018e-04 6.377e-03 -1.000 1.451e-02 6.390 8.882 7.837 6.809 6.136 5.652 4.965 4.402 4.320
0.0152 0.01508 9.65000 0.7687110305 2.4072677297    0.769 -0.594  3.6868  4.617    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-14      0.00 7.264e-01 2.591e-01 2.562e-03 7.000e-04 6.361e-03 -1.000 1.448e-02 6.255 8.575 7.611 6.621 5.980 5.515 4.856 4.318 4.241
0.0152 0.01508 9.65000 0.8000000119 2.4187244405    0.800 -0.506  3.7002  4.600    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-14      0.00 7.277e-01 2.578e-01 2.551e-03 6.971e-04 6.335e-03 -1.000 1.443e-02 6.035 8.073 7.251 6.321 5.730 5.294 4.680 4.182 4.112
0.0152 0.01508 9.65000 0.8304280043 2.4289190276    0.830 -0.421  3.7126  4.581    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.67e-14      0.00 7.293e-01 2.564e-01 2.539e-03 6.937e-04 6.304e-03 -1.000 1.434e-02 5.823 7.625 6.928 6.049 5.499 5.086 4.513 4.051 3.986
0.0152 0.01508 9.65000 0.8500000238 2.4350346840    0.849 -0.368  3.7203  4.568    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.03e-14      0.00 7.303e-01 2.554e-01 2.531e-03 6.916e-04 6.285e-03 -1.000 1.431e-02 5.690 7.347 6.729 5.880 5.355 4.956 4.408 3.967 3.905
0.0152 0.01508 9.65000 0.8850321770 2.4452084612    0.884 -0.273  3.7331  4.542    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -3.8e-14      0.00 7.325e-01 2.533e-01 2.513e-03 6.867e-04 6.241e-03 -1.000 1.417e-02 5.453 6.891 6.396 5.596 5.107 4.729 4.221 3.814 3.756
0.0152 0.01508 9.65000 0.9000000358 2.4492786175    0.899 -0.233  3.7384  4.531    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.19e-14      0.00 7.335e-01 2.524e-01 2.505e-03 6.845e-04 6.222e-03 -1.000 1.411e-02 5.353 6.703 6.256 5.477 5.004 4.634 4.142 3.749 3.694
0.0152 0.01508 9.65000 0.9072740078 2.4512009301    0.907 -0.214  3.7408  4.525    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -4.4e-14      0.00 7.340e-01 2.519e-01 2.500e-03 6.833e-04 6.211e-03 -1.000 1.409e-02 5.305 6.614 6.189 5.421 4.954 4.589 4.104 3.717 3.663
0.0152 0.01508 9.65000 0.9279653430 2.4564800780    0.927 -0.159  3.7475  4.506    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.04e-14      0.00 7.357e-01 2.503e-01 2.486e-03 6.795e-04 6.177e-03 -1.000 1.404e-02 5.167 6.356 6.003 5.263 4.817 4.462 3.997 3.625 3.574
0.0152 0.01508 9.65000 0.9472548366 2.4611634371    0.947 -0.108  3.7536  4.488    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.73e-14      0.00 7.374e-01 2.487e-01 2.473e-03 6.759e-04 6.145e-03 -1.000 1.396e-02 5.039 6.129 5.836 5.120 4.691 4.345 3.896 3.538 3.490
0.0152 0.01508 9.65000 0.9500000477 2.4618122009    0.949 -0.101  3.7544  4.486    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -5.84e-14      0.00 7.376e-01 2.484e-01 2.471e-03 6.754e-04 6.140e-03 -1.000 1.396e-02 5.021 6.098 5.812 5.100 4.673 4.329 3.882 3.525 3.478
0.0152 0.01508 9.65000 0.9651593566 2.4653184374    0.965 -0.060  3.7587  4.470    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.48e-14      0.00 7.392e-01 2.469e-01 2.457e-03 6.717e-04 6.107e-03 -1.000 1.389e-02 4.921 5.931 5.684 4.989 4.573 4.236 3.801 3.454 3.409
0.0152 0.01508 9.65000 0.9818904400 2.4690440364    0.982 -0.016  3.7633  4.451    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.26e-14      0.00 7.411e-01 2.451e-01 2.441e-03 6.675e-04 6.069e-03 -1.000 1.380e-02 4.810 5.753 5.544 4.869 4.465 4.135 3.712 3.375 3.332
0.0152 0.01508 9.65000 0.9976366758 2.4724193870    0.997  0.026  3.7675  4.433    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -8.09e-14      0.00 7.430e-01 2.432e-01 2.426e-03 6.633e-04 6.032e-03 -1.000 1.373e-02 4.706 5.592 5.414 4.757 4.363 4.040 3.628 3.301 3.260
0.0152 0.01508 9.65000 1.0000000000 2.4729154477    1.000  0.032  3.7681  4.430    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -8.23e-14      0.00 7.433e-01 2.430e-01 2.423e-03 6.627e-04 6.026e-03 -1.000 1.372e-02 4.691 5.568 5.394 4.740 4.348 4.026 3.615 3.289 3.249
0.0152 0.01508 9.65000 1.0106836557 2.4751246907    1.010  0.060  3.7707  4.417    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -8.73e-14      0.00 7.450e-01 2.413e-01 2.409e-03 6.588e-04 5.992e-03 -1.000 1.365e-02 4.620 5.462 5.307 4.664 4.279 3.961 3.558 3.237 3.198
0.0152 0.01508 9.65000 1.0268697739 2.4783712652    1.026  0.103  3.7745  4.396    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -9.55e-14      0.00 7.478e-01 2.387e-01 2.387e-03 6.528e-04 5.938e-03 -1.000 1.354e-02 4.513 5.306 5.176 4.551 4.175 3.863 3.470 3.157 3.120
0.0152 0.01508 9.65000 1.0421366692 2.4813274197    1.041  0.143  3.7778  4.376    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 7.505e-01 2.361e-01 2.364e-03 6.468e-04 5.884e-03 -1.000 1.339e-02 4.412 5.162 5.055 4.444 4.077 3.770 3.386 3.081 3.045
0.0152 0.01508 9.65000 1.0499999523 2.4828114860    1.049  0.164  3.7795  4.365    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-13      0.00 7.519e-01 2.348e-01 2.352e-03 6.436e-04 5.856e-03 -1.000 1.332e-02 4.360 5.089 4.992 4.389 4.026 3.723 3.342 3.041 3.006
0.0152 0.01508 9.65000 1.0541353226 2.4835817610    1.053  0.175  3.7803  4.359    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-13      0.00 7.530e-01 2.338e-01 2.344e-03 6.414e-04 5.836e-03 -1.000 1.327e-02 4.333 5.052 4.960 4.361 4.000 3.697 3.319 3.020 2.985
0.0152 0.01508 9.65000 1.0689085722 2.4862776110    1.068  0.214  3.7831  4.337    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-13      0.00 7.567e-01 2.302e-01 2.314e-03 6.331e-04 5.762e-03 -1.000 1.310e-02 4.235 4.925 4.847 4.260 3.905 3.607 3.236 2.942 2.908
0.0152 0.01508 9.65000 1.0828324556 2.4887411821    1.082  0.250  3.7854  4.315    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-13      0.00 7.604e-01 2.266e-01 2.283e-03 6.250e-04 5.689e-03 -1.000 1.295e-02 4.144 4.810 4.743 4.166 3.817 3.523 3.157 2.867 2.834
0.0152 0.01508 9.65000 1.0960099697 2.4910065195    1.095  0.284  3.7873  4.295    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-13      0.00 7.640e-01 2.232e-01 2.254e-03 6.171e-04 5.617e-03 -1.000 1.282e-02 4.060 4.707 4.648 4.080 3.735 3.444 3.083 2.797 2.765
0.0152 0.01508 9.65000 1.1000000238 2.4916801480    1.099  0.294  3.7878  4.288    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-13      0.00 7.651e-01 2.221e-01 2.245e-03 6.147e-04 5.596e-03 -1.000 1.277e-02 4.036 4.678 4.621 4.055 3.711 3.421 3.061 2.776 2.744
0.0152 0.01508 9.65000 1.1058717966 2.4926613021    1.105  0.308  3.7884  4.279    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-13      0.00 7.660e-01 2.213e-01 2.240e-03 6.136e-04 5.585e-03 -1.000 1.275e-02 4.000 4.635 4.581 4.018 3.676 3.387 3.028 2.746 2.714
0.0152 0.01508 9.65000 1.1177535057 2.4946104806    1.117  0.337  3.7896  4.259    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.59e-13      0.00 7.675e-01 2.199e-01 2.232e-03 6.118e-04 5.567e-03 -1.000 1.269e-02 3.928 4.552 4.502 3.944 3.605 3.318 2.962 2.681 2.650
0.0152 0.01508 9.65000 1.1367274523 2.4976261810    1.135  0.388  3.7916  4.224    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-13      0.00 7.686e-01 2.188e-01 2.229e-03 6.116e-04 5.563e-03 -1.000 1.267e-02 3.800 4.405 4.363 3.814 3.480 3.196 2.845 2.569 2.538
0.0152 0.01508 9.65000 1.1499999762 2.4996678137    1.149  0.425  3.7930  4.197    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.95e-13      0.00 7.680e-01 2.193e-01 2.237e-03 6.143e-04 5.586e-03 -1.000 1.273e-02 3.708 4.301 4.262 3.720 3.389 3.107 2.759 2.486 2.456
0.0152 0.01508 9.65000 1.1552959681 2.5004674225    1.154  0.436  3.7928  4.187    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1    -2e-13      0.00 7.674e-01 2.198e-01 2.244e-03 6.159e-04 5.604e-03 -1.000 1.277e-02 3.679 4.275 4.234 3.691 3.361 3.079 2.730 2.457 2.427
0.0152 0.01508 9.65000 1.1654918194 2.5019833252    1.164  0.462  3.7927  4.165    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -2.12e-13      0.00 7.665e-01 2.207e-01 2.256e-03 6.187e-04 5.635e-03 -1.000 1.283e-02 3.615 4.211 4.170 3.627 3.296 3.014 2.665 2.392 2.362
0.0152 0.01508 9.65000 1.1732045412 2.5031099324    1.172  0.486  3.7930  4.145    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -2.25e-13      0.00 7.659e-01 2.212e-01 2.264e-03 6.204e-04 5.656e-03 -1.000 1.287e-02 3.554 4.148 4.106 3.565 3.235 2.954 2.606 2.333 2.303
0.0152 0.01508 9.65000 1.1780948639 2.5038154866    1.177  0.507  3.7935  4.128    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-13      0.00 7.656e-01 2.215e-01 2.269e-03 6.215e-04 5.670e-03 -1.000 1.289e-02 3.503 4.093 4.052 3.514 3.185 2.905 2.558 2.287 2.256
0.0152 0.01508 9.65000 1.1813384295 2.5042797503    1.180  0.525  3.7942  4.114    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1  -2.5e-13      0.00 7.652e-01 2.219e-01 2.274e-03 6.226e-04 5.683e-03 -1.000 1.294e-02 3.458 4.041 4.003 3.467 3.140 2.861 2.516 2.246 2.216
0.0152 0.01508 9.65000 1.1824505329 2.5044382557    1.181  0.535  3.7947  4.107    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.58e-13      0.00 7.650e-01 2.220e-01 2.276e-03 6.231e-04 5.688e-03 -1.000 1.294e-02 3.433 4.013 3.975 3.442 3.117 2.838 2.494 2.225 2.195
0.0152 0.01508 9.65000 1.1874965429 2.5051531641    1.186  0.551  3.7943  4.091    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1  -2.7e-13      0.00 7.645e-01 2.225e-01 2.282e-03 6.246e-04 5.704e-03 -1.000 1.296e-02 3.393 3.977 3.937 3.402 3.076 2.797 2.452 2.182 2.152
0.0152 0.01508 9.65000 1.1927965879 2.5058965786    1.192  0.563  3.7937  4.077    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.78e-13      0.00 7.641e-01 2.229e-01 2.288e-03 6.258e-04 5.719e-03 -1.000 1.300e-02 3.361 3.951 3.908 3.371 3.043 2.763 2.417 2.146 2.116
0.0152 0.01508 9.65000 1.1989396811 2.5067487930    1.198  0.579  3.7931  4.061    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1  -2.9e-13      0.00 7.640e-01 2.230e-01 2.290e-03 6.260e-04 5.725e-03 -1.000 1.300e-02 3.321 3.916 3.871 3.331 3.003 2.722 2.374 2.102 2.071
0.0152 0.01508 9.65000 1.2000000477 2.5068948796    1.199  0.583  3.7929  4.058    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-13      0.00 7.641e-01 2.229e-01 2.289e-03 6.258e-04 5.724e-03 -1.000 1.300e-02 3.314 3.910 3.863 3.324 2.995 2.714 2.365 2.093 2.062
0.0152 0.01508 9.65000 1.2158322334 2.5090412744    1.215  0.630  3.7895  4.002    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -3.34e-13      0.00 7.631e-01 2.238e-01 2.298e-03 6.276e-04 5.748e-03 -1.000 1.305e-02 3.195 3.822 3.761 3.208 2.872 2.586 2.229 1.950 1.918
0.0152 0.01508 9.65000 1.2290757895 2.5107879636    1.228  0.670  3.7842  3.947    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -3.77e-13      0.00 7.609e-01 2.259e-01 2.314e-03 6.317e-04 5.790e-03 -1.000 1.315e-02 3.096 3.776 3.690 3.115 2.768 2.474 2.104 1.815 1.780
0.0152 0.01508 9.65000 1.2396306992 2.5121493566    1.238  0.696  3.7764  3.893    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -4.16e-13      0.00 7.547e-01 2.319e-01 2.359e-03 6.434e-04 5.901e-03 -1.000 1.337e-02 3.030 3.793 3.667 3.060 2.696 2.389 1.999 1.693 1.656
0.0152 0.01508 9.65000 1.2484329939 2.5132644727    1.247  0.699  3.7623  3.837    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -4.38e-13      0.00 7.377e-01 2.482e-01 2.485e-03 6.767e-04 6.204e-03 -1.000 1.411e-02 3.024 3.953 3.747 3.079 2.683 2.353 1.925 1.587 1.544
0.0152 0.01508 9.65000 1.2500000000 2.5134610955    1.249  0.691  3.7576  3.826    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -4.35e-13      0.00 7.341e-01 2.516e-01 2.513e-03 6.841e-04 6.270e-03 -1.000 1.427e-02 3.042 4.032 3.796 3.109 2.701 2.363 1.922 1.574 1.528
0.0152 0.01508 9.65000 1.2522474527 2.5137421109    1.251  0.678  3.7504  3.811    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.27e-13      0.00 7.291e-01 2.564e-01 2.552e-03 6.944e-04 6.363e-03 -1.000 1.450e-02 3.075 4.163 3.877 3.159 2.734 2.384 1.922 1.557 1.508
0.0152 0.01508 9.65000 1.2548205853 2.5140624275    1.254  0.655  3.7401  3.793    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.11e-13      0.00 7.242e-01 2.611e-01 2.590e-03 7.047e-04 6.455e-03 -1.000 1.466e-02 3.132 4.368 4.000 3.243 2.793 2.427 1.936 1.544 1.492
0.0152 0.01508 9.65000 1.2569139004 2.5143219017    1.256  0.637  3.7311  3.776    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -3.99e-13      0.00 7.209e-01 2.643e-01 2.616e-03 7.116e-04 6.516e-03 -1.000 1.483e-02 3.178 4.545 4.110 3.318 2.846 2.465 1.946 1.531 1.476
0.0152 0.01508 9.65000 1.2584404945 2.5145105028    1.257  0.626  3.7245  3.762    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -3.94e-13      0.00 7.189e-01 2.662e-01 2.630e-03 7.155e-04 6.551e-03 -1.000 1.490e-02 3.205 4.675 4.186 3.369 2.880 2.488 1.948 1.516 1.458
0.0152 0.01508 9.65000 1.2602854967 2.5147377402    1.259  0.624  3.7177  3.737    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1    -4e-13      0.00 7.170e-01 2.681e-01 2.643e-03 7.189e-04 6.581e-03 -1.000 1.491e-02 3.211 4.790 4.243 3.400 2.894 2.491 1.928 1.477 1.416
0.0152 0.01508 9.65000 1.2627694607 2.5150424687    1.262  0.634  3.7100  3.697    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.25e-13      0.00 7.147e-01 2.703e-01 2.656e-03 7.225e-04 6.612e-03 -1.000 1.500e-02 3.185 4.889 4.276 3.404 2.879 2.462 1.874 1.400 1.337
