logAge,Umag,Bmag,Vmag,,,,logAge,Umag,Bmag,Vmag,,,,logAge,Umag,Bmag,Vmag,,,,logAge,Umag,Bmag,Vmag
9.6,2.628,1.219,-0.063,,,,9.63,2.713,1.362,0.135,,,,9.66,2.722,1.346,0.097,,,,9.69,2.769,1.511,0.325
9.6,2.617,1.199,-0.092,,,,9.63,2.698,1.329,0.085,,,,9.66,2.694,1.289,0.011,,,,9.69,2.77,1.462,0.255
9.6,2.616,1.197,-0.095,,,,9.63,2.671,1.273,0.002,,,,9.66,2.671,1.246,-0.051,,,,9.69,2.768,1.416,0.188
9.6,2.626,1.218,-0.064,,,,9.63,2.65,1.233,-0.057,,,,9.66,2.66,1.226,-0.08,,,,9.69,2.76,1.397,0.159
9.6,2.641,1.248,-0.019,,,,9.63,2.632,1.2,-0.105,,,,9.66,2.674,1.254,-0.039,,,,9.69,2.76,1.396,0.158
9.6,2.652,1.269,0.012,,,,9.63,2.637,1.211,-0.089,,,,9.66,2.697,1.298,0.027,,,,9.69,2.745,1.363,0.109
9.6,2.659,1.282,0.03,,,,9.63,2.664,1.262,-0.012,,,,9.66,2.706,1.316,0.053,,,,9.69,2.716,1.305,0.021
9.6,2.645,1.252,-0.014,,,,9.63,2.686,1.304,0.049,,,,9.66,2.687,1.274,-0.011,,,,9.69,2.692,1.259,-0.046
9.6,2.619,1.202,-0.089,,,,9.63,2.67,1.269,-0.003,,,,9.66,2.659,1.22,-0.089,,,,9.69,2.682,1.243,-0.068
9.6,2.59,1.148,-0.168,,,,9.63,2.643,1.218,-0.079,,,,9.66,2.628,1.166,-0.167,,,,9.69,2.7,1.278,-0.016
9.6,2.558,1.093,-0.246,,,,9.63,2.614,1.166,-0.156,,,,9.66,2.594,1.113,-0.243,,,,9.69,2.722,1.321,0.047
9.6,2.523,1.04,-0.321,,,,9.63,2.583,1.113,-0.231,,,,9.66,2.558,1.059,-0.317,,,,9.69,2.728,1.331,0.061
9.6,2.487,0.986,-0.395,,,,9.63,2.548,1.06,-0.305,,,,9.66,2.521,1.005,-0.392,,,,9.69,2.707,1.286,-0.006
9.6,2.45,0.932,-0.469,,,,9.63,2.512,1.006,-0.38,,,,9.66,2.482,0.951,-0.464,,,,9.69,2.678,1.232,-0.086
9.6,2.412,0.88,-0.54,,,,9.63,2.474,0.952,-0.453,,,,9.66,2.462,0.902,-0.532,,,,9.69,2.646,1.178,-0.164
9.6,2.402,0.831,-0.608,,,,9.63,2.436,0.899,-0.524,,,,9.66,2.471,0.859,-0.596,,,,9.69,2.611,1.124,-0.239
9.6,2.413,0.789,-0.67,,,,9.63,2.435,0.854,-0.59,,,,9.66,2.481,0.82,-0.654,,,,9.69,2.575,1.07,-0.314
9.6,2.436,0.759,-0.723,,,,9.63,2.445,0.812,-0.651,,,,9.66,2.507,0.791,-0.705,,,,9.69,2.538,1.016,-0.388
9.6,2.507,0.771,-0.735,,,,9.63,2.461,0.777,-0.706,,,,9.66,2.578,0.811,-0.707,,,,9.69,2.498,0.962,-0.459
9.6,2.523,0.743,-0.78,,,,9.63,2.535,0.793,-0.715,,,,9.66,2.594,0.784,-0.751,,,,9.69,2.494,0.916,-0.526
9.6,2.53,0.709,-0.831,,,,9.63,2.557,0.77,-0.756,,,,9.66,2.6,0.754,-0.796,,,,9.69,2.504,0.875,-0.587
9.6,2.535,0.68,-0.875,,,,9.63,2.565,0.736,-0.807,,,,9.66,2.605,0.729,-0.835,,,,9.69,2.514,0.837,-0.645
9.6,2.541,0.654,-0.914,,,,9.63,2.569,0.709,-0.848,,,,9.66,2.613,0.706,-0.872,,,,9.69,2.547,0.812,-0.692
9.6,2.549,0.632,-0.95,,,,9.63,2.576,0.683,-0.887,,,,9.66,2.619,0.694,-0.891,,,,9.69,2.613,0.831,-0.692
9.6,2.554,0.623,-0.965,,,,9.63,2.583,0.664,-0.919,,,,9.66,2.627,0.687,-0.906,,,,9.69,2.63,0.806,-0.735
9.6,2.562,0.619,-0.976,,,,9.63,2.589,0.656,-0.933,,,,9.66,2.635,0.687,-0.911,,,,9.69,2.634,0.778,-0.777
9.6,2.569,0.617,-0.982,,,,9.63,2.597,0.652,-0.944,,,,9.66,2.64,0.698,-0.898,,,,9.69,2.64,0.754,-0.814
9.6,2.573,0.627,-0.97,,,,9.63,2.603,0.655,-0.943,,,,9.66,2.647,0.712,-0.882,,,,9.69,2.648,0.733,-0.847
9.6,2.579,0.64,-0.956,,,,9.63,2.608,0.666,-0.931,,,,9.66,2.652,0.743,-0.844,,,,9.69,2.655,0.726,-0.861
9.6,2.584,0.665,-0.925,,,,9.63,2.615,0.68,-0.915,,,,9.66,2.658,0.781,-0.796,,,,9.69,2.663,0.719,-0.876
9.6,2.59,0.701,-0.88,,,,9.63,2.62,0.713,-0.873,,,,9.66,2.664,0.827,-0.736,,,,9.69,2.669,0.725,-0.872
9.6,2.596,0.747,-0.821,,,,9.63,2.625,0.75,-0.827,,,,9.66,2.671,0.898,-0.645,,,,9.69,2.675,0.737,-0.857
9.6,2.603,0.824,-0.721,,,,9.63,2.632,0.806,-0.754,,,,9.66,2.68,0.984,-0.535,,,,9.69,2.682,0.758,-0.833
9.6,2.614,0.918,-0.601,,,,9.63,2.64,0.882,-0.656,,,,9.66,2.691,1.099,-0.39,,,,9.69,2.687,0.795,-0.787
9.6,2.624,1.024,-0.468,,,,9.63,2.65,0.987,-0.522,,,,9.66,2.704,1.223,-0.234,,,,9.69,2.695,0.835,-0.737
9.6,2.623,0.988,-0.514,,,,9.63,2.663,1.107,-0.371,,,,9.66,2.711,1.313,-0.121,,,,9.69,2.699,0.892,-0.661
9.6,2.625,1.029,-0.462,,,,9.63,2.669,1.193,-0.263,,,,9.66,2.711,1.278,-0.166,,,,9.69,2.708,0.965,-0.568
9.6,2.624,1.019,-0.474,,,,9.63,2.668,1.146,-0.322,,,,9.66,2.708,1.226,-0.231,,,,9.69,2.718,1.065,-0.441
9.6,2.623,1.006,-0.491,,,,9.63,2.672,1.207,-0.246,,,,9.66,2.707,1.19,-0.276,,,,9.69,2.731,1.181,-0.294
9.6,2.622,0.985,-0.517,,,,9.63,2.672,1.214,-0.237,,,,9.66,2.696,1.035,-0.474,,,,9.69,2.743,1.315,-0.126
9.6,2.622,0.974,-0.531,,,,9.63,2.672,1.195,-0.26,,,,9.66,2.708,1.215,-0.245,,,,9.69,2.751,1.399,-0.023
9.6,2.623,0.999,-0.5,,,,9.63,2.674,1.23,-0.217,,,,9.66,2.703,1.137,-0.344,,,,9.69,2.749,1.331,-0.109
9.6,2.625,1.023,-0.469,,,,9.63,2.675,1.235,-0.211,,,,9.66,2.705,1.16,-0.314,,,,9.69,2.743,1.218,-0.25
9.6,2.627,1.048,-0.437,,,,9.63,2.675,1.232,-0.215,,,,9.66,2.709,1.218,-0.241,,,,9.69,2.741,1.191,-0.285
9.6,2.63,1.076,-0.401,,,,9.63,2.677,1.249,-0.194,,,,9.66,2.715,1.303,-0.135,,,,9.69,2.733,1.073,-0.435
9.6,2.634,1.122,-0.344,,,,9.63,2.678,1.253,-0.188,,,,9.66,2.722,1.41,-0.001,,,,9.69,2.741,1.2,-0.273
9.6,2.638,1.192,-0.256,,,,9.63,2.681,1.26,-0.181,,,,9.66,2.732,1.532,0.153,,,,9.69,2.743,1.211,-0.259
9.6,2.643,1.25,-0.183,,,,9.63,2.685,1.313,-0.114,,,,9.66,2.745,1.719,0.396,,,,9.69,2.748,1.298,-0.15
9.6,2.644,1.203,-0.243,,,,9.63,2.69,1.381,-0.029,,,,9.66,2.757,1.913,0.649,,,,9.69,2.755,1.409,-0.01
9.6,2.656,1.305,-0.116,,,,9.63,2.702,1.55,0.186,,,,9.66,2.763,2.067,0.848,,,,9.69,2.764,1.54,0.154
9.6,2.677,1.661,0.341,,,,9.63,2.716,1.767,0.468,,,,9.66,2.775,2.231,1.056,,,,9.69,2.777,1.72,0.387
9.6,2.69,1.896,0.647,,,,9.63,2.723,1.928,0.679,,,,9.66,2.781,2.309,1.15,,,,9.69,2.791,1.896,0.616
9.6,2.69,1.896,0.647,,,,9.63,2.731,2.078,0.872,,,,9.66,2.781,2.309,1.15,,,,9.69,2.796,2.045,0.81
9.6,2.634,0.914,-0.612,,,,9.63,2.739,2.176,0.997,,,,9.66,2.73,1.209,-0.257,,,,9.69,2.806,2.206,1.017
9.6,2.608,0.728,-0.85,,,,9.63,2.739,2.176,0.997,,,,9.66,2.7,0.927,-0.616,,,,9.69,2.817,2.356,1.2
9.6,2.516,0.563,-1.033,,,,9.63,2.683,1.097,-0.39,,,,9.66,2.622,0.66,-0.945,,,,9.69,2.823,2.434,1.293
9.6,2.531,0.574,-1.026,,,,9.63,2.656,0.846,-0.71,,,,9.66,2.635,0.68,-0.922,,,,9.69,2.77,1.306,-0.144
9.6,2.596,0.664,-0.93,,,,9.63,2.577,0.61,-0.996,,,,9.66,2.693,0.834,-0.737,,,,9.69,2.738,0.988,-0.547
9.6,2.647,0.954,-0.563,,,,9.63,2.59,0.627,-0.977,,,,9.66,2.744,1.244,-0.215,,,,9.69,2.66,0.7,-0.903
9.6,2.68,1.411,0.012,,,,9.63,2.646,0.763,-0.816,,,,9.66,2.783,1.836,0.54,,,,9.69,2.674,0.723,-0.878
9.6,2.704,1.841,0.571,,,,9.63,2.696,1.13,-0.349,,,,9.66,2.795,2.213,1.03,,,,9.69,2.732,0.904,-0.656
9.6,2.707,2.043,0.834,,,,9.63,2.733,1.675,0.343,,,,9.66,2.802,2.4,1.257,,,,9.69,2.785,1.359,-0.081
9.6,2.716,2.163,0.987,,,,9.63,2.747,2.067,0.854,,,,9.66,2.809,2.491,1.365,,,,9.69,2.828,1.978,0.714
9.6,2.723,2.234,1.072,,,,9.63,2.756,2.271,1.11,,,,9.66,2.817,2.548,1.434,,,,9.69,2.84,2.347,1.185
9.6,2.705,1.444,0.05,,,,9.63,2.762,2.366,1.224,,,,9.66,2.804,1.775,0.454,,,,9.69,2.848,2.535,1.411
9.6,2.673,0.943,-0.584,,,,9.63,2.769,2.429,1.298,,,,9.66,2.763,1.141,-0.352,,,,9.69,2.854,2.612,1.491
9.6,2.608,0.663,-0.934,,,,9.63,2.756,1.653,0.308,,,,9.66,2.7,0.771,-0.822,,,,9.69,2.86,2.649,1.52
9.6,2.617,0.678,-0.918,,,,9.63,2.719,1.066,-0.438,,,,9.66,2.709,0.8,-0.786,,,,9.69,2.855,1.928,0.642
9.6,2.661,0.828,-0.733,,,,9.63,2.657,0.722,-0.872,,,,9.66,2.753,1.012,-0.518,,,,9.69,2.809,1.236,-0.243
9.6,2.699,1.22,-0.233,,,,9.63,2.667,0.744,-0.846,,,,9.66,2.797,1.517,0.119,,,,9.69,2.744,0.834,-0.752
9.6,2.729,1.785,0.49,,,,9.63,2.709,0.94,-0.6,,,,9.66,2.823,2.115,0.896,,,,9.69,2.755,0.866,-0.713
9.6,2.734,2.143,0.957,,,,9.63,2.75,1.406,-0.009,,,,9.66,2.832,2.467,1.334,,,,9.69,2.8,1.105,-0.411
9.6,2.738,2.321,1.175,,,,9.63,2.778,1.997,0.755,,,,9.66,2.833,2.613,1.487,,,,9.69,2.848,1.668,0.3
9.6,2.74,2.406,1.276,,,,9.63,2.786,2.349,1.201,,,,9.66,2.834,2.664,1.523,,,,9.69,2.874,2.274,1.089
9.6,2.745,2.458,1.337,,,,9.63,2.789,2.526,1.411,,,,9.66,2.838,2.697,1.548,,,,9.69,2.884,2.621,1.509
9.6,2.74,1.745,0.435,,,,9.63,2.79,2.576,1.446,,,,9.66,2.842,2.079,0.845,,,,9.69,2.881,2.724,1.581
9.6,2.707,1.126,-0.356,,,,9.63,2.793,2.608,1.47,,,,9.66,2.807,1.368,-0.072,,,,9.69,2.884,2.778,1.619
9.6,2.652,0.74,-0.847,,,,9.63,2.798,1.974,0.72,,,,9.66,2.75,0.888,-0.683,,,,9.69,2.887,2.809,1.641
9.6,2.659,0.764,-0.817,,,,9.63,2.763,1.281,-0.171,,,,9.66,2.759,0.919,-0.645,,,,9.69,2.894,2.235,1.034
9.6,2.696,0.966,-0.561,,,,9.63,2.707,0.832,-0.743,,,,9.66,2.798,1.2,-0.285,,,,9.69,2.86,1.5,0.083
9.6,2.733,1.454,0.056,,,,9.63,2.716,0.859,-0.709,,,,9.66,2.842,1.815,0.497,,,,9.69,2.801,0.966,-0.595
9.6,2.756,2.033,0.809,,,,9.63,2.753,1.114,-0.384,,,,9.66,2.86,2.378,1.223,,,,9.69,2.81,1.011,-0.538
9.6,2.763,2.376,1.238,,,,9.63,2.794,1.686,0.341,,,,9.66,2.862,2.662,1.533,,,,9.69,2.853,1.327,-0.137
9.6,2.764,2.527,1.404,,,,9.63,2.814,2.264,1.094,,,,9.66,2.86,2.762,1.601,,,,9.69,2.904,2.016,0.744
9.6,2.764,2.574,1.437,,,,9.63,2.818,2.576,1.458,,,,9.66,2.86,2.8,1.625,,,,9.69,2.917,2.554,1.425
9.6,2.766,2.603,1.459,,,,9.63,2.815,2.675,1.525,,,,9.66,2.863,2.823,1.639,,,,9.69,2.915,2.79,1.64
9.6,2.772,2.02,0.788,,,,9.63,2.817,2.724,1.56,,,,9.66,2.878,2.347,1.183,,,,9.69,2.913,2.876,1.693
9.6,2.742,1.337,-0.094,,,,9.63,2.819,2.747,1.575,,,,9.66,2.849,1.612,0.227,,,,9.69,2.914,2.915,1.717
9.6,2.69,0.834,-0.735,,,,9.63,2.831,2.242,1.061,,,,9.66,2.789,1.009,-0.534,,,,9.69,2.919,2.941,1.734
9.6,2.697,0.865,-0.696,,,,9.63,2.803,1.527,0.131,,,,9.66,2.798,1.051,-0.481,,,,9.69,2.938,2.534,1.398
9.6,2.732,1.133,-0.354,,,,9.63,2.747,0.948,-0.602,,,,9.66,2.838,1.395,-0.045,,,,9.69,2.91,1.803,0.46
9.6,2.772,1.722,0.396,,,,9.63,2.755,0.987,-0.551,,,,9.66,2.883,2.084,0.84,,,,9.69,2.848,1.118,-0.408
9.6,2.79,2.28,1.117,,,,9.63,2.794,1.301,-0.153,,,,9.66,2.897,2.611,1.499,,,,9.69,2.858,1.171,-0.34
9.6,2.791,2.571,1.446,,,,9.63,2.84,1.982,0.719,,,,9.66,2.892,2.807,1.644,,,,9.69,2.901,1.581,0.175
9.6,2.788,2.669,1.512,,,,9.63,2.851,2.5,1.374,,,,9.66,2.887,2.88,1.685,,,,9.69,2.945,2.292,1.094
9.6,2.789,2.711,1.541,,,,9.63,2.847,2.725,1.572,,,,9.66,2.889,2.917,1.708,,,,9.69,2.959,2.771,1.643
9.6,2.791,2.732,1.553,,,,9.63,2.842,2.806,1.621,,,,9.66,2.892,2.939,1.722,,,,9.69,2.954,2.941,1.751
9.6,2.805,2.287,1.124,,,,9.63,2.843,2.842,1.643,,,,9.66,2.916,2.6,1.482,,,,9.69,2.949,3.015,1.793
9.6,2.779,1.58,0.206,,,,9.63,2.846,2.865,1.658,,,,9.66,2.894,1.904,0.599,,,,9.69,2.946,3.044,1.811
9.6,2.721,0.948,-0.593,,,,9.63,2.869,2.507,1.378,,,,9.66,2.828,1.143,-0.369,,,,9.69,2.95,3.066,1.825
9.6,2.729,0.986,-0.544,,,,9.63,2.847,1.819,0.501,,,,9.66,2.837,1.204,-0.292,,,,9.69,2.985,2.791,1.665
9.6,2.766,1.319,-0.123,,,,9.63,2.785,1.079,-0.439,,,,9.66,2.881,1.626,0.237,,,,9.69,2.97,2.153,0.905
9.6,2.811,1.992,0.741,,,,9.63,2.794,1.135,-0.369,,,,9.66,2.922,2.334,1.155,,,,9.69,2.9,1.314,-0.168
9.6,2.824,2.511,1.391,,,,9.63,2.834,1.535,0.133,,,,9.66,2.933,2.778,1.639,,,,9.69,2.913,1.385,-0.079
9.6,2.82,2.719,1.559,,,,9.63,2.875,2.226,1.029,,,,9.66,2.927,2.938,1.738,,,,9.69,2.963,1.902,0.574
9.6,2.816,2.794,1.603,,,,9.63,2.887,2.696,1.567,,,,9.66,2.919,3.004,1.775,,,,9.69,3.005,2.601,1.467
9.6,2.817,2.832,1.625,,,,9.63,2.881,2.863,1.674,,,,9.66,2.92,3.035,1.794,,,,9.69,3.011,2.961,1.79
9.6,2.821,2.855,1.64,,,,9.63,2.877,2.936,1.716,,,,9.66,2.928,3.059,1.809,,,,9.69,2.999,3.097,1.867
9.6,2.844,2.56,1.445,,,,9.63,2.875,2.965,1.733,,,,9.66,2.959,2.812,1.672,,,,9.69,3.001,3.167,1.907
9.6,2.827,1.902,0.616,,,,9.63,2.881,2.987,1.746,,,,9.66,2.945,2.213,0.99,,,,9.69,3.022,3.213,1.945
9.6,2.758,1.095,-0.411,,,,9.63,2.911,2.736,1.603,,,,9.66,2.878,1.339,-0.129,,,,9.69,3.039,3.245,1.972
9.6,2.767,1.152,-0.34,,,,9.63,2.898,2.134,0.902,,,,9.66,2.89,1.412,-0.039,,,,9.69,3.048,3.018,1.839
9.6,2.81,1.563,0.175,,,,9.63,2.832,1.271,-0.204,,,,9.66,2.941,1.943,0.636,,,,9.69,3.042,2.527,1.369
9.6,2.85,2.256,1.075,,,,9.63,2.843,1.334,-0.125,,,,9.66,2.979,2.618,1.492,,,,9.69,2.976,1.61,0.19
9.6,2.862,2.698,1.56,,,,9.63,2.891,1.837,0.511,,,,9.66,2.983,2.949,1.77,,,,9.69,2.994,1.716,0.321
9.6,2.857,2.859,1.661,,,,9.63,2.93,2.514,1.376,,,,9.66,2.969,3.078,1.843,,,,9.69,3.051,2.318,1.097
9.6,2.853,2.93,1.701,,,,9.63,2.935,2.874,1.705,,,,9.66,2.981,3.153,1.888,,,,9.69,3.091,2.93,1.797
9.6,2.858,2.965,1.722,,,,9.63,2.925,3.01,1.782,,,,9.66,3.005,3.2,1.928,,,,9.69,3.091,3.186,1.96
9.6,2.869,2.993,1.74,,,,9.63,2.933,3.083,1.823,,,,9.66,3.02,3.229,1.953,,,,9.69,3.106,3.326,2.06
9.6,2.89,2.774,1.622,,,,9.63,2.951,3.126,1.857,,,,9.66,3.019,3.013,1.823,,,,9.69,3.152,3.422,2.15
9.6,2.878,2.225,1.025,,,,9.63,2.969,3.159,1.884,,,,9.66,3.015,2.561,1.414,,,,9.69,3.207,3.49,2.217
9.6,2.814,1.314,-0.144,,,,9.63,2.97,2.947,1.762,,,,9.66,2.949,1.624,0.214,,,,9.69,3.263,3.55,2.271
9.6,2.824,1.392,-0.047,,,,9.63,2.967,2.489,1.337,,,,9.66,2.965,1.723,0.336,,,,9.69,3.154,3.301,2.051
9.6,2.876,1.921,0.625,,,,9.63,2.901,1.552,0.136,,,,9.66,3.019,2.311,1.096,,,,9.69,3.168,2.985,1.856
9.6,2.913,2.571,1.447,,,,9.63,2.916,1.644,0.248,,,,9.66,3.056,2.902,1.766,,,,9.69,3.107,2.104,0.793
9.6,2.917,2.888,1.704,,,,9.63,2.968,2.214,0.984,,,,9.66,3.054,3.149,1.922,,,,9.69,3.129,2.242,0.968
9.6,2.906,3.018,1.778,,,,9.63,3.004,2.815,1.688,,,,9.66,3.074,3.29,2.021,,,,9.69,3.184,2.813,1.681
9.6,2.932,3.103,1.833,,,,9.63,3.005,3.073,1.854,,,,9.66,3.123,3.385,2.109,,,,9.69,3.221,3.247,2.041
9.6,2.96,3.155,1.876,,,,9.63,3.013,3.204,1.937,,,,9.66,3.182,3.456,2.176,,,,9.69,3.247,3.473,2.199
9.6,2.982,3.192,1.908,,,,9.63,3.061,3.302,2.02,,,,9.66,3.235,3.512,2.228,,,,9.69,3.375,3.661,2.378
9.6,2.957,2.995,1.785,,,,9.63,3.103,3.361,2.078,,,,9.66,3.114,3.268,2.013,,,,9.69,3.589,3.846,2.539
9.6,2.962,2.622,1.499,,,,9.63,3.153,3.414,2.127,,,,9.66,3.129,2.966,1.831,,,,9.69,3.788,3.993,2.646
9.6,2.899,1.664,0.277,,,,9.63,3.05,3.182,1.938,,,,9.66,3.073,2.107,0.807,,,,9.69,4.015,4.138,2.736
9.6,2.914,1.773,0.416,,,,9.63,3.069,2.885,1.756,,,,9.66,3.093,2.234,0.969,,,,9.69,29.72,29.983,30.032
9.6,2.964,2.33,1.137,,,,9.63,3.016,2.013,0.701,,,,9.66,3.143,2.781,1.652,,,,,,,
9.6,2.999,2.877,1.729,,,,9.63,3.036,2.138,0.861,,,,9.66,3.176,3.198,1.994,,,,,,,
9.6,2.994,3.106,1.87,,,,9.63,3.081,2.67,1.531,,,,9.66,3.193,3.415,2.144,,,,,,,
9.6,3.037,3.26,1.983,,,,9.63,3.111,3.102,1.912,,,,9.66,3.315,3.6,2.319,,,,,,,
9.6,3.113,3.371,2.087,,,,9.63,3.117,3.312,2.047,,,,9.66,3.502,3.773,2.477,,,,,,,
9.6,3.188,3.452,2.161,,,,9.63,3.213,3.486,2.206,,,,9.66,3.661,3.902,2.582,,,,,,,
9.6,3.244,3.514,2.219,,,,9.63,3.349,3.629,2.341,,,,9.66,3.85,4.039,2.683,,,,,,,
9.6,3.07,3.263,1.998,,,,9.63,3.505,3.761,2.454,,,,9.66,29.72,29.983,30.032,,,,,,,
9.6,3.085,3.006,1.843,,,,9.63,3.618,3.856,2.535,,,,,,,,,,,,,,
9.6,3.038,2.214,0.959,,,,9.63,29.72,29.983,30.032,,,,,,,,,,,,,,
9.6,3.053,2.314,1.085,,,,,,,,,,,,,,,,,,,,,
9.6,3.107,2.846,1.734,,,,,,,,,,,,,,,,,,,,,
9.6,3.134,3.194,1.973,,,,,,,,,,,,,,,,,,,,,
9.6,3.173,3.417,2.137,,,,,,,,,,,,,,,,,,,,,
9.6,3.363,3.64,2.348,,,,,,,,,,,,,,,,,,,,,
9.6,3.657,3.882,2.553,,,,,,,,,,,,,,,,,,,,,
9.6,3.974,4.116,2.737,,,,,,,,,,,,,,,,,,,,,
9.6,5.059,4.829,3.241,,,,,,,,,,,,,,,,,,,,,
9.6,29.72,29.983,30.032,,,,,,,,,,,,,,,,,,,,,
